Date,Open,High,Low,Close,Volume,Change
2021-01-14,9975,10005,9950,9980,186631,
2021-01-15,10020,10035,9970,10000,3172,0.002004008016031955
2021-01-18,10190,10295,10190,10270,162520,0.026999999999999913
2021-01-19,10285,10285,10155,10195,161369,-0.007302823758519983
2021-01-20,10275,10275,10155,10200,164331,0.0004904364884747991
2021-01-21,10305,10380,10305,10355,204126,0.015196078431372495
2021-01-22,10345,10375,10300,10320,171120,-0.0033800096571704463
2021-01-25,10400,10440,10335,10395,152608,0.007267441860465018
2021-01-26,10480,10565,10480,10565,174887,0.016354016354016343
2021-01-27,10570,10645,10570,10630,199128,0.006152389966871841
2021-01-28,10680,10680,10475,10555,150994,-0.00705550329256821
2021-01-29,10555,10580,10520,10555,149765,0.0
2021-02-01,10580,10580,10440,10555,175242,0.0
2021-02-02,10750,10900,10750,10850,161318,0.027948839412600623
2021-02-03,10900,10930,10860,10910,216085,0.0055299539170508005
2021-02-04,10900,10900,10800,10850,153326,-0.005499541704857891
2021-02-05,10870,10880,10810,10840,177870,-0.0009216589861751334
2021-02-08,10870,10900,10815,10840,169983,0.0
2021-02-09,10840,10890,10815,10850,113304,0.0009225092250921829
2021-02-10,10905,10905,10800,10805,142261,-0.004147465437787989
2021-02-15,10805,10805,10460,10540,48355,-0.02452568255437293
2021-02-16,10585,10585,10435,10520,13188,-0.00189753320683117
2021-02-17,10520,10520,10405,10490,5666,-0.002851711026615966
2021-02-18,10520,10520,10410,10495,6320,0.0004766444232602307
2021-02-19,10495,10495,10350,10455,6415,-0.0038113387327298742
2021-02-22,10600,10600,10385,10450,6020,-0.0004782400765184214
2021-02-23,10400,10400,10300,10360,3553,-0.008612440191387516
2021-02-24,10255,10255,10140,10140,6089,-0.021235521235521193
2021-02-25,10350,10350,10160,10240,4546,0.009861932938856066
2021-02-26,10005,10285,10005,10245,3334,0.00048828125
2021-03-02,10340,10340,10115,10195,6233,-0.0048804294777939905
2021-03-03,10200,10200,9960,10010,20008,-0.01814615007356546
2021-03-04,9895,9895,9745,9800,4654,-0.020979020979020935
2021-03-05,10130,10130,9620,9675,6463,-0.012755102040816313
2021-03-08,9880,9880,9655,9690,6122,0.0015503875968991832
2021-03-09,9855,9855,9685,9750,1928,0.006191950464396356
2021-03-10,9900,9995,9900,9995,1947,0.025128205128205128
2021-03-11,10095,10095,10000,10050,1579,0.005502751375687787
2021-03-12,10200,10240,10100,10185,2418,0.013432835820895495
2021-03-15,10375,10375,10250,10330,89657,0.014236622484045114
2021-03-16,10390,10480,10350,10455,87660,0.012100677637947754
2021-03-17,10595,10595,10465,10510,34162,0.005260640841702635
2021-03-18,10610,10610,10210,10410,2988,-0.009514747859181716
2021-03-19,10050,10380,10050,10350,32439,-0.0057636887608069065
2021-03-22,10095,10350,10095,10305,87834,-0.004347826086956497
2021-03-23,10355,10420,10355,10400,33341,0.009218825812712383
2021-03-24,10455,10600,10455,10540,7593,0.013461538461538414
2021-03-25,10455,10455,10310,10410,31193,-0.012333965844402273
2021-03-26,10595,10595,10370,10410,1393,0.0
2021-03-29,10595,10595,10545,10590,32797,0.01729106628242083
2021-03-30,10605,10680,10605,10665,80678,0.007082152974504208
2021-03-31,10700,10700,10545,10600,34822,-0.006094702297233967
2021-04-01,10865,10865,10565,10715,90046,0.010849056603773555
2021-04-02,10865,10865,10715,10735,36105,0.0018665422305179646
2021-04-05,10735,10785,10735,10765,4349,0.0027945971122496083
2021-04-06,10795,10795,10725,10725,1207,-0.003715745471435161
2021-04-07,10795,10795,10725,10740,2058,0.0013986013986013734
2021-04-08,10680,10715,10600,10645,7657,-0.008845437616387342
2021-04-09,10785,10785,10555,10615,5159,-0.0028182245185532917
2021-04-12,10635,10635,10580,10620,1681,0.0004710315591145431
2021-04-13,10700,10720,10630,10670,1573,0.00470809792843685
2021-04-14,10795,10820,10670,10730,3760,0.005623242736644718
2021-04-15,10650,10680,10615,10665,651,-0.0060577819198508465
2021-04-16,10820,10820,10775,10805,2484,0.013127051101734732
2021-04-19,10875,10875,10805,10835,1343,0.002776492364646055
2021-04-20,10855,10880,10800,10865,5387,0.0027688047992615594
2021-04-21,10890,11005,10890,10995,2931,0.011965025310630484
2021-04-22,10995,11040,10910,11030,1349,0.00318326512050926
2021-04-23,11095,11100,10975,11070,1024,0.0036264732547597323
2021-04-26,11100,11105,11055,11100,3123,0.0027100271002709064
2021-04-27,11160,11160,11000,11060,4532,-0.003603603603603567
2021-04-28,11085,11085,11010,11015,2245,-0.004068716094032587
2021-04-29,11110,11110,10880,10935,3843,-0.0072628234226055355
2021-04-30,11025,11025,10895,10930,1258,-0.00045724737082764033
2021-05-03,11110,11140,11100,11140,4074,0.01921317474839901
2021-05-04,11155,11155,11025,11120,3107,-0.0017953321364452268
2021-05-06,11005,11005,10880,10985,930,-0.012140287769784153
2021-05-07,10920,10920,10820,10885,1335,-0.00910332271279013
